"","SubjID","Image.1","Image.2","Image.3","T2.1","T3.1","T4.1","T.7","gender","age","height","weight","education","marriage","wor.env","environmentalist","gov.staff","smoke","T.35.2","fam.income","Location","Image","sub.topic","topic"
"1","A20171209B1321","PM10.0","<U+6D77><U+5E73><U+9762><U+4E0A><U+5347>","<U+6E29><U+5BA4><U+6548><U+5E94>","2","1","3","3","1","23","182","160","7","1","1","<U+5426>","0","<U+5426>","0","4","Dongguan","Image.1.tag","c-1","c"
"2","A20171209B1319","<U+6C7D><U+8F66><U+5C3E><U+6C14>","<U+5DE5><U+5382><U+6C61><U+6C34><U+6392><U+653E>",NA,"2","1","1","3","0","42","168","120","5","2","1","<U+5426>","0","<U+5426>","2",NA,"Dongguan","Image.1.tag","d-1","d"
"3","A20171209B1317","<U+53D8><U+5316><U+65E0><U+5E38>","<U+84DD><U+5929><U+767D><U+4E91>","<U+5929><U+9752><U+6C14><U+723D>","2","1","1","4","1","51","165","130","5","2","1","<U+5426>","0","<U+5426>","2","3","Dongguan","Image.1.tag","z","t"
"4","A20171209A1050","<U+6DFB><U+8863><U+4FDD><U+6696>","<U+6C14><U+5019><U+53D8><U+6696>","<U+51B7><U+70ED><U+4EA4><U+66FF>","2",NA,"1","3","1","33","170","200","7","2","1","<U+5426>","0","<U+5426>","1","6","Dongguan","Image.1.tag","f-3","f"
"5","A20171209A1001","<U+70ED>","<U+53D8><U+5316><U+5927>","<U+591A><U+7A7F>","1","1","1","3","0","16","160","97","3","1","1","<U+5426>","0","<U+5426>",NA,"3","Dongguan","Image.1.tag","t-2","t"
"6","A20171209A0925","<U+5929><U+6C14><U+53D8><U+5316><U+591A><U+7AEF>","<U+4E00><U+4F1A><U+590F><U+5929><U+4E00><U+4F1A><U+51AC><U+5929>","<U+5929><U+6C14><U+53D8><U+5316><U+592A><U+5FEB><U+4E86>","3","3","3","4","0","23","156","100","3","2",NA,NA,NA,"<U+5426>","1","4","Dongguan","Image.1.tag","z","t"
"7","A20171209A0922","<U+73B0><U+5728><U+51AC><U+5929><U+6CA1><U+6709><U+4EE5><U+524D><U+51AC><U+5929><U+51B7>","<U+5929><U+6C14><U+53D8><U+5316><U+65E0><U+5E38><U+4E0D><U+7A33><U+5B9A>","<U+7A7A><U+6C14><U+6C61><U+67D3>",NA,"1","1",NA,"0","30","157","100","3","2","1","<U+5426>","0","<U+5426>","0","2","Dongguan","Image.1.tag","x","t"
"8","A20171209A0920","<U+5E72><U+71E5>","<U+6E29><U+5DEE><U+5927>","<U+5E72><U+51B7>","3","3","1","5","0","29","160","100","6","2","1","<U+662F>","0","<U+5426>","1","5","Dongguan","Image.1.tag","e-1","e"
"9","A20171209B1318","<U+65F6><U+51B7><U+65F6><U+70ED>",NA,NA,"3","3","3","2","0","19","164","106","5","1","3",NA,NA,"<U+5426>","1","7","Dongguan","Image.1.tag","z","t"
"10","A20171209B1312","<U+6162><U+6027><U+75BE><U+75C5>","<U+6C61><U+67D3>","<U+63A7><U+5236><U+5DE5><U+4E1A><U+6C61><U+67D3>","2","2","2","4","1","50","168","140","5","2","1","<U+662F>","0","<U+5426>","1","3","Dongguan","Image.1.tag","e-2","e"
"11","A20171209A0914","<U+65F6><U+51B7><U+65F6><U+70ED>","<U+522E><U+98CE><U+6BD4><U+8F83><U+591A>",NA,"3","3","3","4","0","17","156","88","3","1","1","<U+5426>","0","<U+662F>","0","5","Dongguan","Image.1.tag","z","t"
"12","A20171209B1305","<U+5DE5><U+4E1A><U+6392><U+653E>","<U+6C7D><U+8F66><U+5C3E><U+6C14>",NA,"2","1","1","1","1","41","178","158","2","2","3","<U+5426>","0","<U+5426>","2","3","Dongguan","Image.1.tag","d-1","d"
"13","A20171209A0911","<U+6E29><U+5EA6>","<U+6C61><U+67D3>","<U+5783><U+573E>","2","1","3","4","1","12","160","96","3","1","3","<U+5426>","0","<U+5426>","1","2","Dongguan","Image.1.tag","s-3","s"
"14","A20171209A0910","<U+7A7A><U+6C14><U+4E0D><U+597D>","<U+6C14><U+6E29><U+597D>","<U+6E29><U+5EA6><U+9AD8>","2","1","2","5","1","61","168","120","4","2","3",NA,"1","<U+5426>","1","5","Dongguan","Image.1.tag","c-1","c"
"15","A20171209A0909","<U+96FE><U+973E>","<U+5168><U+7403><U+53D8><U+6696>","<U+73AF><U+5883><U+5F71><U+54CD>","1","1","1","4","0","32","168","45","4","2","3","<U+5426>",NA,"<U+5426>","1","2","Dongguan","Image.1.tag","c-1","c"
"16","A20171209A0908","<U+5783><U+573E>","<U+6C34><U+7684><U+6C61><U+67D3>","<U+5168><U+7403><U+53D8><U+6696>","2","3","1","3","0","23","160","90","4","2",NA,"<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","c-2","c"
"17","A20171209A0904","<U+7A7A><U+6C14><U+5DEE>","<U+4E71><U+6254><U+5783><U+573E>","<U+7834><U+574F><U+68EE><U+6797>","2","1","2","4","1","21","175","150","3","1","1","<U+5426>","0","<U+662F>","1","4","Dongguan","Image.1.tag","c-1","c"
"18","A20171209A0902","<U+6C34><U+707E>","<U+5730><U+9707>","<U+53F0><U+98CE>","2","1","1","5","0","39","155","100","3","2","3","<U+5426>","0","<U+5426>",NA,"2","Dongguan","Image.1.tag","a-1","a"
"19","A20171209A0900","<U+6C34><U+571F><U+6D41><U+5931>","<U+53F0><U+98CE>","<U+5C71><U+6D2A><U+66B4><U+53D1>","2","2","1","5","1","41","165","110","3","2","3","<U+5426>","0","<U+5426>","3","2","Dongguan","Image.1.tag","a-11","a"
"20","B20171209A0909","<U+51B0><U+96EA><U+878D><U+5316>","<U+6C14><U+5019><U+53D8><U+6696>","<U+96FE><U+973E>","2","3","2","4","1","27","175","130","8","1","1","<U+5426>","0","<U+5426>","0","5","Dongguan","Image.1.tag","a-4","a"
"21","B20171209A0945","<U+6E29><U+5EA6><U+53D8><U+9AD8><U+6216><U+4F4E>","<U+4E0B><U+96E8>","<U+96F7><U+7535>","2","1","1","3","0","28","162","110","4","2","3","<U+5426>","0","<U+5426>","4","4","Dongguan","Image.1.tag","z","t"
"22","B20171209A1013","<U+5168><U+7403><U+70ED><U+5316>","<U+5DE5><U+4E1A><U+8FC7><U+91CF><U+6392><U+635E>","<U+5C3D><U+91CF><U+51CF><U+5C11><U+5DE5><U+4E1A><U+5783><U+573E>",NA,"3","3","3","1","16","177","120","3","1",NA,"<U+5426>","0","<U+662F>","12","3","Dongguan","Image.1.tag","h-1","h"
"23","B20171209A1045","<U+6C14><U+6E29><U+4E0A><U+5347>","<U+5C3E><U+6C14><U+96FE>",NA,"1","1","3","5","1","22","170","140","4","1","1","<U+5426>","0","<U+662F>","0","5","Dongguan","Image.1.tag","t-2","t"
"24","B20171209A1046","<U+6C14><U+5019><U+53D8><U+6696>",NA,NA,"3","3","1","5","0","53","160","130","4","2","3","<U+5426>","0","<U+662F>","<U+6709>","4","Dongguan","Image.1.tag","h-1","h"
"25","B20171209A1059","<U+6E29><U+5DEE><U+5927>","<U+98CE><U+6C99><U+5927>",NA,"2","1","3","5","0","34","155","104","5","2","1",NA,NA,"<U+5426>","2","5","Dongguan","Image.1.tag","z","t"
"26","B20171209A1101","<U+4E00><U+65F6><U+4E00><U+597D>","<U+65F6><U+51B7><U+65F6><U+70ED>","<U+6709><U+65F6><U+5019><U+4E0B><U+971C>","2","3","3","4","0","27","156","140","4","2","1","<U+5426>","0","<U+5426>","0","5","Dongguan","Image.1.tag","z","t"
"27","B20171209A1103","<U+6C14><U+5019><U+53D8><U+6696>","<U+96FE><U+973E>",NA,"2","2","1","3","0","31",NA,NA,"4","2","1","<U+662F>","0","<U+5426>","1","5","Dongguan","Image.1.tag","h-1","h"
"28","B20171209A1115","<U+6E29><U+5BA4><U+6548><U+5E94>","<U+51CF><U+5C11><U+6C7D><U+8F66><U+5C3E><U+6C14>","<U+4E25><U+6293><U+5DE5><U+5382><U+5077><U+6392><U+5DE5><U+4E1A><U+5E9F><U+6C14>","2","1","1","4","1","23","168","125","4","2","1","<U+5426>","0","<U+5426>","0","4","Dongguan","Image.1.tag","h-2","h"
"29","B20171209A1128","<U+611F><U+5192>","<U+5929><U+6C14><U+53D8><U+5316>","<U+6E29><U+5EA6><U+53D8><U+5316>","2","1","3","4","1","34","164","136","4","2","1","<U+5426>","0","<U+5426>","2","3","Dongguan","Image.1.tag","e-2","e"
"30","B20171209A1132","<U+8EAB><U+4F53><U+4E0D><U+9002>","<U+513F><U+7AE5><U+4E0D><U+9002><U+5E94>",NA,"2","1","3","3","0","31","155","98","5","2","1","<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","e-2","e"
"31","B20171209A1139","<U+6C14><U+5019><U+53D8><U+6696>","<U+6C14><U+5019><U+53D8><U+51B7>","<U+6709><U+51B7><U+7A7A><U+6C14>","2","1","1","4","0","30","155","104","5","2","3","<U+5426>","0","<U+5426>","2","3","Dongguan","Image.1.tag","h-1","h"
"32","B20171209A1145","<U+6C14><U+5019><U+53D8><U+6696>",NA,NA,"1","3","3","1","0","28","160","90","4",NA,"1","<U+662F>","1","<U+5426>",NA,NA,"Dongguan","Image.1.tag","h-1","h"
"33","B20171209A1200","<U+5929><U+6C14><U+5E72><U+71E5>","<U+5929><U+6C14><U+95F7><U+70ED>","<U+7070><U+5C18><U+592A><U+5927>","2","3","3","4","1","27","165","140","5","2","1","<U+5426>","0","<U+5426>","2","4","Dongguan","Image.1.tag","e-1","e"
"34","B20171209B1530","<U+51FA><U+884C><U+4E0D><U+4FBF>",NA,NA,"2","1","3","3","0","15","160","92","3","1","3","<U+5426>","0","<U+5426>","1","6","Dongguan","Image.1.tag","i","i"
"35","B20171209B1533","<U+6E29><U+5BA4><U+6548><U+5E94>","<U+5E7F><U+4E1C><U+590F><U+5929><U+6E29><U+5EA6><U+518D><U+521B><U+65B0><U+9AD8>","<U+5317><U+6781><U+5357><U+6781><U+53D8><U+6696>","1","1","1","5","0","15","162","94","3","1","3","<U+5426>","0","<U+5426>","10","7","Dongguan","Image.1.tag","h-2","h"
"36","B20171209B1512","<U+5E72><U+71E5>","<U+51FA><U+884C><U+4E0D><U+4FBF>",NA,"2","1","2","4","0","23","162","110","6","2","3",NA,NA,"<U+5426>",NA,"4","Dongguan","Image.1.tag","e-1","e"
"37","B20171209B1429","<U+66B4><U+96E8>","<U+6F6E><U+6E7F>","<U+53F0><U+98CE>","3","3","1","5","0","28","161","108","7","2","1","<U+5426>","0","<U+5426>","0","3","Dongguan","Image.1.tag","s-1","s"
"38","B20171209B1430","<U+51C9><U+723D>","<U+6F6E><U+6E7F>","<U+95F7><U+70ED>","2","3","1","3","0","30","160","92","4","2","1","<U+5426>","0","<U+5426>","2","4","Dongguan","Image.1.tag","e-1","e"
"39","B20171209B1424","<U+6696><U+548C>","<U+82B1><U+5F00>","<U+6674><U+6717>","2","1","1","4","1","23","168.5","126","7","1","1","<U+5426>","0","<U+5426>","0","5","Dongguan","Image.1.tag","t-2","t"
"40","B20171209B1403","<U+5FFD><U+51B7><U+5FFD><U+70ED>",NA,NA,"3","3","1","5","1","23","175","130","3","1","1","<U+5426>","0","<U+5426>","2","3","Dongguan","Image.1.tag","z","t"
"41","B20171209B1503","<U+611F><U+5192>","<U+4F53><U+611F><U+4E0D><U+9002>","<U+5C11><U+6D3B><U+52A8><U+573A><U+6240>","3","1","3","1","1","34","170","100","4","2","1","<U+5426>","0","<U+5426>","2","3","Dongguan","Image.1.tag","e-2","e"
"42","B20171209A1203","<U+6C14><U+5019><U+53D8><U+6696>","<U+96FE><U+973E>","<U+6781><U+7AEF><U+5E72><U+65F1>","2","3","1","5","1","33","180","164","4","2","3","<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","h-1","h"
"43","B20171209B1529","<U+5E72><U+71E5>","<U+7A7F><U+79CB><U+88E4><U+4E86>","<U+591A><U+7A7F><U+4E9B>",NA,"2","2","4","0","15","155","90","3","1","1","<U+662F>",NA,"<U+5426>","0","1","Dongguan","Image.1.tag","e-1","e"
"44","C20171209A1035","<U+82B1><U+9999>","<U+7A7A><U+6C14><U+597D>","<U+51FA><U+884C><U+597D>","1","2","2","4","1","26","167","124",NA,"1",NA,NA,NA,"<U+5426>","1","2","Dongguan","Image.1.tag","s-2","s"
"45","C20171209A1040","<U+6F6E><U+6E7F>","<U+9634><U+6C89>","<U+5E72><U+71E5>","2","1","1","4","0","40","160","100","2","2","3","<U+5426>","0","<U+5426>","1","3","Dongguan","Image.1.tag","e-1","e"
"46","C20171209A1036","<U+5384><U+5C14><U+5C3C><U+8BFA><U+73B0><U+8C61><U+3001><U+62C9><U+5C3C><U+5A1C><U+73B0><U+8C61>","<U+6E29><U+5BA4><U+6548><U+5E94>","<U+5168><U+7403><U+6C14><U+5019><U+53D8><U+5316><U+3001><U+6C14><U+6E29><U+4E0A><U+5347>","2","1","3","3","0","26","163","100","7","1","3","<U+5426>","0","<U+5426>","2","4","Dongguan","Image.1.tag","h-3","h"
"47","C20171209A1041","<U+5DE5><U+4E1A><U+5E9F><U+6C14>","<U+6C7D><U+8F66><U+6392><U+6C14>","<U+73AF><U+5883><U+6C61><U+67D3>","1","1","1","4","1","44","166","116","4","2","1","<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","d-1","d"
"48","C20171209A1045","<U+7A7A><U+6C14><U+6C61><U+6D4A>","<U+852C><U+83DC><U+6B8B><U+7559><U+519C><U+836F>",NA,"1","1","1","3","1","55","165","51","3","2","1","<U+5426>","0","<U+662F>","0","1","Dongguan","Image.1.tag","c-1","c"
"49","C20171209A1042","<U+9177><U+70ED>","<U+5B63><U+8282><U+53D8><U+66F4><U+3001><U+5168><U+7403><U+6C14><U+5019><U+53D8><U+5316>","<U+9632><U+6691><U+964D><U+6E29>","2","1","2","5","1","53","160","130","3","2",NA,NA,NA,"<U+5426>",NA,NA,"Dongguan","Image.1.tag","t-2","t"
"50","C20171209A1037","<U+5929><U+5BD2><U+5730><U+51BB>","<U+6C14><U+8C61><U+4E07><U+5343>","<U+79CB><U+96E8><U+7EF5><U+7EF5>","1","3","3","5","1","45","166","140","3","2","1",NA,NA,"<U+662F>","0","3","Dongguan","Image.1.tag","t-1","t"
"51","C20171209A1038","<U+51CF><U+5C11><U+6C61><U+67D3>","<U+6CE8><U+610F><U+6C14><U+6E29><U+53D8><U+5316>","<U+4FDD><U+6696><U+63AA><U+65BD>","2","1","3","3","0","20","158","115","6","1","2","<U+5426>","0","<U+5426>","0","1","Dongguan","Image.1.tag","g-2","g"
"52","C20171209A1030","<U+7A7A><U+6C14><U+5DEE>","<U+5065><U+5EB7><U+5DEE>","<U+7ECF><U+6D4E><U+5DEE>","1","1","1","5","0","38","159","110","7","2","1","<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","c-1","c"
"53","C20171209A1031","<U+6DFB><U+8863><U+4FDD><U+6696>","<U+5929><U+6C14><U+9884><U+62A5>","<U+5E26><U+4F1E>","2","1","3","5","1","33","168","126","6","2","1","<U+5426>","0","<U+662F>","1","4","Dongguan","Image.1.tag","f-3","f"
"54","C20171209A1032","<U+5DE5><U+4E1A><U+5E9F><U+6C14>","<U+6C7D><U+8F66><U+5E9F><U+6C14>","<U+73AF><U+5883><U+6C61><U+67D3>","1","1","1","4","0","43","165","115","4","2","1","<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","d-1","d"
"55","C20171209A1039","<U+6BD4><U+4EE5><U+524D><U+70ED>","<U+7A7A><U+6C14><U+5C18><U+57C3><U+91CD>","<U+566A><U+97F3><U+5927>","2","1","1","3","0","21","165","116","7","1","3","<U+5426>","0","<U+5426>","0","2","Dongguan","Image.1.tag","x","t"
"56","C20171209A1033","<U+6C61><U+67D3><U+73AF><U+5883>","<U+6CE8><U+610F><U+4FDD><U+6696>","<U+4FDD><U+62A4><U+63AA><U+65BD>","2","1","1","5","0","23","158","100","4","1","1","<U+662F>","0","<U+5426>","0","1","Dongguan","Image.1.tag","c-2","c"
"57","C20171209A1025","<U+5E72><U+71E5>","<U+9634><U+6C89>","<U+6F6E><U+6E7F>","2","1","1","4","0","30","160","80","3","2","3","<U+5426>","0","<U+5426>","2","3","Dongguan","Image.1.tag","e-1","e"
"58","C20171209A1026","<U+96E8><U+8FC7><U+5929><U+6674>","<U+9633><U+5149><U+666E><U+7167>","<U+98CE><U+548C><U+65E5><U+4E3D>","2","1","3","5","1","23","167","140","6","1","2","<U+5426>","0","<U+5426>",NA,"4","Dongguan","Image.1.tag","s-2","s"
"59","C20171209A1020","<U+5F71><U+54CD><U+73AF><U+5883>","<U+7A7A><U+6C14><U+5DEE>","<U+7ECF><U+6D4E><U+5DEE>","1","1","1","5","0","29","164","103","7","2","1","<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","c-2","c"
"60","C20171209A1021","<U+70C8><U+65E5><U+708E><U+708E>","<U+6625><U+6696><U+82B1><U+5F00>","<U+98CE><U+96E8><U+4EA4><U+52A0>","2","1","1","5","0","40","155","110","3","2","2",NA,NA,"<U+5426>",NA,"3","Dongguan","Image.1.tag","t-2","t"
"61","C20171209A1010","<U+5929><U+6709><U+4E0D><U+6D4B><U+98CE><U+4E91>",NA,NA,"2","1","1","4","1","55","164","130","4","2","1","<U+5426>","0","<U+662F>",NA,"3","Dongguan","Image.1.tag","z","t"
"62","C20171209A1005","<U+98CE><U+548C><U+65E5><U+4E3D>","<U+9634><U+98CE><U+9635><U+9635>","<U+79CB><U+9AD8><U+6C14><U+723D>","2","1","3","5","1","32","168","150","6","2","3","<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","s-2","s"
"63","C20171209A1006","<U+7A7A><U+6C14><U+8D28><U+91CF><U+5DEE>","<U+5F71><U+54CD><U+7ECF><U+6D4E><U+53D1><U+5C55>","<U+52A0><U+5267><U+5371><U+5BB3><U+4EBA><U+8EAB><U+5065><U+5EB7>","1","1","1","5","1","38","175","140","7","2","1","<U+5426>","0","<U+5426>","1","5","Dongguan","Image.1.tag","c-1","c"
"64","C20171209A1007","<U+79CB><U+9AD8><U+6C14><U+723D>","<U+98CE><U+96E8><U+4EA4><U+52A0>","<U+5341><U+51AC><U+814A><U+6708>","1","1",NA,"5","1","30","175","160","6","1","1",NA,NA,"<U+5426>","1","4","Dongguan","Image.1.tag","s-2","s"
"65","C20171209A1000","<U+79CB><U+9AD8><U+6C14><U+723D>","<U+4E07><U+91CC><U+65E0><U+4E91>","<U+4E4C><U+4E91><U+5BC6><U+5E03>","2","1","2","5","0","26","160","96","7","1","1",NA,NA,"<U+5426>","0","3","Dongguan","Image.1.tag","s-2","s"
"66","C20171209A1001","<U+82B1><U+9999>","<U+6E05><U+65B0>","<U+65B9><U+4FBF>","2","1","1","4","1","70","166","124","2","2","3",NA,NA,"<U+5426>","0","2","Dongguan","Image.1.tag","s-2","s"
"67","C20171209A0955","<U+52A0><U+5267><U+5176><U+4ED6><U+5371><U+5BB3>","<U+589E><U+52A0><U+53F0><U+98CE><U+53D1><U+751F>","<U+5F71><U+54CD><U+5168><U+7403><U+7ECF><U+6D4E><U+53D8><U+5316>","2","1","1","5","1","28","172","135","7","2","1","<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","a-11","a"
"68","C20171209A0950","<U+9E1F><U+8BED><U+82B1><U+9999>","<U+708E><U+708E><U+590F><U+65E5>","<U+6DFB><U+8863><U+4FDD><U+6696>","2","2","3","5","0","45","151","104","4","2","3","<U+5426>","0","<U+5426>","3","3","Dongguan","Image.1.tag","s-2","s"
"69","C20171209A0915","<U+9E1F><U+8BED><U+82B1><U+9999>","<U+6625><U+6DA6><U+5927><U+5730>","<U+708E><U+708E><U+76DB><U+590F>","1","1","2","5","0","54","160","120","2","2","1","<U+5426>","0","<U+5426>","0","3","Dongguan","Image.1.tag","s-2","s"
"70","C20171209A0920","<U+96F7><U+66B4><U+96E8>","<U+9AD8><U+6E29>","<U+72C2><U+98CE>","2","1","1","5","0","40","162","108","6","2","1","<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","s-1","s"
"71","C20171209A0935","<U+79CB><U+9AD8><U+6C14><U+723D>","<U+9E1F><U+8BED><U+82B1><U+9999>","<U+767E><U+82B1><U+9F50><U+653E>","3","3","3","5","1","13","166","96","3","1","3","<U+5426>","0","<U+5426>",NA,"2","Dongguan","Image.1.tag","s-2","s"
"72","C20171209A0930","<U+9E1F><U+8BED><U+82B1><U+9999>","<U+7A7A><U+6C14><U+6E05><U+65B0>","<U+51FA><U+5165><U+65B9><U+4FBF>","2","1","3","4","1","43","168","130","4","2","3","<U+5426>","0","<U+5426>",NA,"4","Dongguan","Image.1.tag","s-2","s"
"73","C20171209A0936","<U+53F0><U+98CE>","<U+964D><U+6E29><U+964D><U+6C34>","<U+6674><U+7A7A><U+4E07><U+91CC>","2","1","1","3","0","15","160",NA,"3","1","1","<U+5426>","0","<U+5426>","2","2","Dongguan","Image.1.tag","a-3","a"
"74","C20171209A0940","<U+7A7A><U+6C14><U+8D28><U+91CF><U+53D8><U+5DEE>","<U+5F71><U+54CD><U+4EBA><U+7C7B><U+5065><U+5EB7>","<U+5F71><U+54CD><U+519C><U+4E1A><U+751F><U+6001>","1","1","1","5","0","35","158","115","7","2","2","<U+662F>","0","<U+5426>","1","3","Dongguan","Image.1.tag","c-1","c"
"75","C20171209A0920","<U+8774><U+8776><U+6548><U+5E94>","<U+4E34><U+5371><U+4E0D><U+60E7>","<U+9E1F><U+8BED><U+82B1><U+9999>","2","1","3","4","1","24","175","180","4","1","2",NA,"0","<U+5426>","0","3","Dongguan","Image.1.tag","h-5","h"
"76","C20171209A0941","<U+9177><U+70ED>","<U+5B63><U+8282><U+53D8><U+66F4>","<U+6CE8><U+610F><U+9632><U+6691><U+964D><U+6E29>","2","1","1","5","1","53","162","95","3","2","1","<U+5426>","0","<U+5426>","3","2","Dongguan","Image.1.tag","t-2","t"
"77","C20171209A1051","<U+79CB><U+9AD8><U+6C14><U+723D>","<U+767E><U+82B1><U+9F50><U+653E>","<U+9E1F><U+8BED><U+82B1><U+9999>","3","3","3","4","0","38","150","90","4","2","1","<U+5426>",NA,"<U+5426>","1","4","Dongguan","Image.1.tag","s-2","s"
"78","C20171209A1100","<U+65F6><U+51B7><U+65F6><U+70ED>","<U+751F><U+75C5>","<U+591A><U+7A7F><U+8863><U+670D>","1","1","1","4","0","15","160","110","4","1","1","<U+5426>","0","<U+5426>","9","4","Dongguan","Image.1.tag","z","t"
"79","C20171209A1200","<U+5BD2><U+6F6E>","<U+6885><U+96E8><U+5929>","<U+53F0><U+98CE>","3","1","3","4","0","16","162","102","4","1","1","<U+5426>","0","<U+5426>","0","3","Dongguan","Image.1.tag","s-1","s"
"80","C20171209A1150","<U+6E29><U+5BA4><U+6548><U+5E94>",NA,NA,"3","3","3","5","0","14","150","86","3","1",NA,"<U+5426>","0","<U+5426>","2","2","Dongguan","Image.1.tag","h-2","h"
"81","C20171209A1141","<U+6E29><U+5BA4><U+6548><U+5E94>","<U+6C14><U+5019><U+5CF0><U+4F1A>","<U+5384><U+5C14><U+5C3C><U+8BFA><U+73B0><U+8C61>","1","3","1","4","0","22","155","86","7","1","1","<U+5426>","0","<U+5426>",NA,"4","Dongguan","Image.1.tag","h-2","h"
"82","C20171209A1125","<U+6E05><U+723D><U+5B9C><U+4EBA>","<U+79CB><U+9AD8><U+6C14><U+723D>","<U+4E00><U+671B><U+65E0><U+9645>","2","2","1","4","0","28","155","100","6","2","3","<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","s-2","s"
"83","C20171209A1116","<U+5929><U+6C14><U+6781><U+7AEF>","<U+7A7A><U+6C14><U+6C61><U+67D3><U+591A>","<U+5C11><U+6392><U+5C11><U+653E>","1","1","3","5","1","15","172","116","4","1","1","<U+662F>","0","<U+5426>",NA,"3","Dongguan","Image.1.tag","x","t"
"84","C20171209A1110","<U+76AE><U+80A4><U+8FC7><U+654F>","<U+5FC3><U+60C5><U+4E0D><U+4F73>",NA,"2","1","1","3","0","21","158","96","7","1","1","<U+5426>","0","<U+5426>",NA,"3","Dongguan","Image.1.tag","e-2","e"
"85","C20171209A1111","<U+51AC><U+5929><U+8D8A><U+6765><U+8D8A><U+51B7>","<U+590F><U+5929><U+8D8A><U+6765><U+8D8A><U+70ED>","<U+5317><U+6781><U+51B0><U+96EA><U+878D><U+5316><U+8F83><U+4E25><U+91CD>","1","1","1","4","0","15","160","90","4","1","1","<U+5426>","0","<U+5426>","8","5","Dongguan","Image.1.tag","x","t"
"86","C20171209A1112","<U+72C2><U+98CE><U+66B4><U+96E8>","<U+96E8><U+96EA><U+7EB7><U+98DE>","<U+7EF5><U+7EF5><U+7EC6><U+96E8>","3","3","1","4","1","15","63","87","4","1","1","<U+5426>","0","<U+5426>","0","2","Dongguan","Image.1.tag","s-1","s"
"87","C20171209A1105","<U+79CB><U+9AD8><U+6C14><U+723D>","<U+6E05><U+723D><U+5B9C><U+4EBA>","<U+767E><U+82B1><U+9F50><U+653E>","2","1","3","5","0","40","155","85","3","2",NA,"<U+5426>","0","<U+5426>","0","3","Dongguan","Image.1.tag","s-2","s"
"88","C20171209A1200","<U+72C2><U+98CE><U+66B4><U+96E8>","<U+6625><U+96E8><U+5982><U+6CB9>","<U+79CB><U+9AD8><U+6C14><U+723D>","3","3","3","4","0","16","150","80","4","1","3","<U+662F>","0","<U+5426>","2","2","Dongguan","Image.1.tag","s-1","s"
"89","C20171209A1201","<U+6CE8><U+610F><U+4FDD><U+6696>","<U+51CF><U+5C11> <U+7A7A><U+6C14><U+6C61><U+67D3>","<U+63D0><U+9AD8><U+6548><U+679C>","2","3","3","3","0","21","158","108","5","1","3","<U+5426>","0","<U+5426>","1","1","Dongguan","Image.1.tag","f-3","f"
"90","C20171209A1155","<U+5929><U+5BD2><U+5730><U+51BB>","<U+7693><U+6708><U+5343><U+91CC>","<U+98CE><U+548C><U+65E5><U+4E3D>","3","3","3","5","1","40","160","150","3","2","3","<U+5426>","0","<U+5426>","2","2","Dongguan","Image.1.tag","s-1","s"
"91","C20171209A1156","<U+5929><U+5BD2><U+5730><U+51BB>","<U+98CE><U+548C><U+65E5><U+4E3D>","<U+7693><U+6708><U+5343><U+91CC>","3","3","3","4","0","36","158","105","3","2","1","<U+5426>","0","<U+5426>","3","2","Dongguan","Image.1.tag","s-1","s"
"92","C20171209A1157","<U+4E4C><U+4E91><U+5BC6><U+5E03>",NA,NA,"3","2","3","4","0","45","155","94","3",NA,NA,"<U+5426>","0","<U+5426>","1","3","Dongguan","Image.1.tag","s-1","s"
"93","C20171209A1151","<U+70ED>","<U+5DEE>","<U+4E0D><U+8212><U+670D>","3","3","3","2","0","42","175","100","7","2","3","<U+5426>","0","<U+5426>","1","4","Dongguan","Image.1.tag","t-2","t"
"94","C20171209A1152","<U+9E1F><U+8BED><U+82B1><U+9999>","<U+79CB><U+9AD8><U+6C14><U+723D>",NA,"3","1","3","4","0","40","162","102","4","2",NA,NA,NA,"<U+5426>","2","3","Dongguan","Image.1.tag","s-2","s"
"95","C20171209A1153","<U+53D8><U+70ED>","<U+53D8><U+6696>","<U+548C><U+4EE5><U+524D><U+4E0D><U+540C>","2","1","2","2","0","35","155","130","3","2","3","<U+5426>","0","<U+5426>","2","2","Dongguan","Image.1.tag","t-2","t"
"96","C20171209A1154","<U+98CE><U+548C><U+65E5><U+4E3D>","<U+4E07><U+91CC><U+65E0><U+4E91>","<U+78A7><U+7A7A><U+4E07><U+91CC>","3","1","2","5","0","28","170","192","6","1",NA,NA,NA,"<U+5426>","0","3","Dongguan","Image.1.tag","s-2","s"
